cluster_origem,municipio_origem,lat_origem,lon_origem,cluster_destino,municipio_destino,lat_destino,lon_destino,mesmo_cluster,n_usuarios,n_viagens,dist_media_km,periodo_predominante
VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,UFSC,Florianópolis,-27.5969,-48.55,0,3790,3944,3.916,TARDE
CANASVIEIRAS,Florianópolis,-27.425,-48.47,AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,0,3412,3539,28.281,TARDE
CANASVIEIRAS,Florianópolis,-27.425,-48.47,TRINDADE,Florianópolis,-27.6011,-48.532,0,4315,4457,20.514,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,INGLESES,Florianópolis,-27.435,-48.395,0,1338,1377,23.771,TARDE
LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,UFSC,Florianópolis,-27.5969,-48.55,0,6519,6855,8.914,TARDE
ESTREITO_CAPOEIRAS,Florianópolis,-27.588,-48.585,SAO_JOSE_CENTRO,São José,-27.61,-48.618,0,7145,7514,4.069,TARDE
UFSC,Florianópolis,-27.5969,-48.55,CAMPECHE,Florianópolis,-27.68,-48.48,0,7210,7564,11.53,TARDE
UFSC,Florianópolis,-27.5969,-48.55,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,1047,1065,12.976,TARDE
LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,0,7562,8018,8.039,TARDE
SAO_JOSE_ROÇADO,,0.0,0.0,CANASVIEIRAS,Florianópolis,-27.425,-48.47,0,4095,4214,0.0,TARDE
SAO_JOSE_ROÇADO,,0.0,0.0,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,1559,1584,0.0,TARDE
LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,SAO_JOSE_ROÇADO,,0.0,0.0,0,8781,9309,0.0,TARDE
SC401_CORREDOR,Florianópolis,-27.56,-48.518,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,4192,4344,18.427,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,442,445,12.755,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,0,1653,1692,10.852,TARDE
CAMPECHE,Florianópolis,-27.68,-48.48,COQUEIROS,Florianópolis,-27.582,-48.57,0,1607,1649,14.048,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,CANASVIEIRAS,Florianópolis,-27.425,-48.47,0,603,618,20.051,TARDE
VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,SAO_JOSE_ROÇADO,,0.0,0.0,0,5076,5303,0.0,TARDE
AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,INGLESES,Florianópolis,-27.435,-48.395,0,7665,8064,30.122,TARDE
SAO_JOSE_CENTRO,São José,-27.61,-48.618,SAO_JOSE_ROÇADO,,0.0,0.0,0,3913,4043,0.0,TARDE
SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,UFSC,Florianópolis,-27.5969,-48.55,0,8367,8827,7.886,TARDE
JURERE,Florianópolis,-27.44,-48.5,ESTREITO_CAPOEIRAS,Florianópolis,-27.588,-48.585,0,10379,11081,18.469,TARDE
SAO_JOSE_CENTRO,São José,-27.61,-48.618,LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,0,3808,3925,15.578,TARDE
SAO_JOSE_ROÇADO,,0.0,0.0,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,1442,1468,0.0,TARDE
SC401_CORREDOR,Florianópolis,-27.56,-48.518,VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,0,8118,8545,9.047,TARDE
AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,SAO_JOSE_BARREIROS,São José,-27.645,-48.65,0,1186,1215,10.518,TARDE
BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,CANASVIEIRAS,Florianópolis,-27.425,-48.47,0,2366,2427,19.844,TARDE
UFSC,Florianópolis,-27.5969,-48.55,NORTE_ILHA,Florianópolis,-27.48,-48.45,0,6560,6854,16.315,TARDE
SAO_JOSE_CENTRO,São José,-27.61,-48.618,CANASVIEIRAS,Florianópolis,-27.425,-48.47,0,1775,1819,25.223,TARDE
SC401_CORREDOR,Florianópolis,-27.56,-48.518,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,2176,2233,17.711,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,SAO_JOSE_ROÇADO,,0.0,0.0,0,1373,1398,0.0,TARDE
VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,0,4607,4778,11.721,TARDE
RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,1245,1255,7.744,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,ESTREITO_CAPOEIRAS,Florianópolis,-27.588,-48.585,0,2277,2326,3.762,TARDE
TRINDADE,Florianópolis,-27.6011,-48.532,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,3162,3261,15.793,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,CAMPECHE,Florianópolis,-27.68,-48.48,0,2928,3016,21.569,TARDE
CAMPECHE,Florianópolis,-27.68,-48.48,SAO_JOSE_BARREIROS,São José,-27.645,-48.65,0,1611,1648,17.189,TARDE
SAO_JOSE_ROÇADO,,0.0,0.0,UFSC,Florianópolis,-27.5969,-48.55,0,6618,6903,0.0,TARDE
JURERE,Florianópolis,-27.44,-48.5,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,1047,1062,18.093,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,0,801,817,15.476,TARDE
NORTE_ILHA,Florianópolis,-27.48,-48.45,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,2635,2708,28.631,TARDE
INGLESES,Florianópolis,-27.435,-48.395,VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,0,5433,5667,27.494,TARDE
SAO_JOSE_CENTRO,São José,-27.61,-48.618,AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,0,3526,3649,9.666,TARDE
CANASVIEIRAS,Florianópolis,-27.425,-48.47,CAMPECHE,Florianópolis,-27.68,-48.48,0,4428,4548,28.372,TARDE
VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,SAO_JOSE_CENTRO,São José,-27.61,-48.618,0,2346,2412,3.906,TARDE
CANASVIEIRAS,Florianópolis,-27.425,-48.47,VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,0,2380,2440,24.245,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,NORTE_ILHA,Florianópolis,-27.48,-48.45,0,1366,1387,16.39,TARDE
NORTE_ILHA,Florianópolis,-27.48,-48.45,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,1441,1458,28.406,TARDE
ESTREITO_CAPOEIRAS,Florianópolis,-27.588,-48.585,CANASVIEIRAS,Florianópolis,-27.425,-48.47,0,7306,7733,21.381,TARDE
SAO_JOSE_BARREIROS,São José,-27.645,-48.65,CBD_BEIRAMAR,Florianópolis,-27.5954,-48.548,0,2269,2329,11.463,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,SAO_JOSE_ROÇADO,,0.0,0.0,0,1335,1368,0.0,TARDE
TRINDADE,Florianópolis,-27.6011,-48.532,COQUEIROS,Florianópolis,-27.582,-48.57,0,1627,1663,4.305,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,ESTREITO_CAPOEIRAS,Florianópolis,-27.588,-48.585,0,2197,2257,1.622,TARDE
UFSC,Florianópolis,-27.5969,-48.55,SAO_JOSE_ROÇADO,,0.0,0.0,0,6358,6649,0.0,TARDE
JURERE,Florianópolis,-27.44,-48.5,SAO_JOSE_BARREIROS,São José,-27.645,-48.65,0,1075,1103,27.172,TARDE
CBD_BEIRAMAR,Florianópolis,-27.5954,-48.548,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,2523,2563,13.225,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,CAMPECHE,Florianópolis,-27.68,-48.48,0,1457,1489,11.415,TARDE
SAO_JOSE_BARREIROS,São José,-27.645,-48.65,TRINDADE,Florianópolis,-27.6011,-48.532,0,1490,1516,12.609,TARDE
SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,JURERE,Florianópolis,-27.44,-48.5,0,8272,8772,21.48,TARDE
AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,2380,2439,14.948,TARDE
LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,1482,1508,8.737,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,JURERE,Florianópolis,-27.44,-48.5,0,947,961,18.093,TARDE
INGLESES,Florianópolis,-27.435,-48.395,NORTE_ILHA,Florianópolis,-27.48,-48.45,0,8783,9258,7.382,TARDE
SC401_CORREDOR,Florianópolis,-27.56,-48.518,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,2237,2280,5.078,TARDE
CANASVIEIRAS,Florianópolis,-27.425,-48.47,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,1221,1236,31.068,TARDE
UFSC,Florianópolis,-27.5969,-48.55,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,2038,2081,14.144,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,JURERE,Florianópolis,-27.44,-48.5,0,1937,1983,27.823,TARDE
SC401_CORREDOR,Florianópolis,-27.56,-48.518,CANASVIEIRAS,Florianópolis,-27.425,-48.47,0,6253,6543,15.74,TARDE
SAO_JOSE_CENTRO,São José,-27.61,-48.618,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,676,682,7.028,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,SC401_CORREDOR,Florianópolis,-27.56,-48.518,0,1884,1932,5.078,TARDE
CAMPECHE,Florianópolis,-27.68,-48.48,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,1601,1635,19.113,TARDE
CANASVIEIRAS,Florianópolis,-27.425,-48.47,INGLESES,Florianópolis,-27.435,-48.395,0,3930,4065,7.485,TARDE
BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,SAO_JOSE_CENTRO,São José,-27.61,-48.618,0,2401,2465,13.297,TARDE
INGLESES,Florianópolis,-27.435,-48.395,JURERE,Florianópolis,-27.44,-48.5,0,6530,6835,10.377,TARDE
VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,808,828,9.292,TARDE
UFSC,Florianópolis,-27.5969,-48.55,BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,0,3893,4022,15.348,TARDE
LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,COQUEIROS,Florianópolis,-27.582,-48.57,0,1407,1434,11.138,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,0,1229,1253,10.044,TARDE
NORTE_ILHA,Florianópolis,-27.48,-48.45,AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,0,7729,8159,23.19,TARDE
VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,870,893,4.045,TARDE
SAO_JOSE_BARREIROS,São José,-27.645,-48.65,AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,0,1206,1223,10.518,TARDE
SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,3432,3521,6.788,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,0,1288,1308,21.162,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,0,1640,1680,8.064,TARDE
UFSC,Florianópolis,-27.5969,-48.55,SAO_JOSE_CENTRO,São José,-27.61,-48.618,0,2966,3047,6.857,TARDE
SAO_JOSE_CENTRO,São José,-27.61,-48.618,SAO_JOSE_BARREIROS,São José,-27.645,-48.65,0,657,664,5.008,TARDE
BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,852,867,16.745,TARDE
TRINDADE,Florianópolis,-27.6011,-48.532,CANASVIEIRAS,Florianópolis,-27.425,-48.47,0,4543,4723,20.514,TARDE
SAO_JOSE_ROÇADO,,0.0,0.0,COQUEIROS,Florianópolis,-27.582,-48.57,0,1477,1519,0.0,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,SAO_JOSE_ROÇADO,,0.0,0.0,0,2652,2732,0.0,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,0,1229,1259,8.21,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,CANASVIEIRAS,Florianópolis,-27.425,-48.47,0,606,618,31.421,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,CBD_BEIRAMAR,Florianópolis,-27.5954,-48.548,0,2133,2191,13.225,TARDE
CANASVIEIRAS,Florianópolis,-27.425,-48.47,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,647,664,31.421,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,INGLESES,Florianópolis,-27.435,-48.395,0,1324,1347,23.51,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,SC401_CORREDOR,Florianópolis,-27.56,-48.518,0,3828,3943,18.427,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,200,203,2.72,TARDE
VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,1677,1703,10.852,TARDE
SAO_JOSE_BARREIROS,São José,-27.645,-48.65,ESTREITO_CAPOEIRAS,Florianópolis,-27.588,-48.585,0,2128,2188,9.01,TARDE
AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,1215,1252,8.118,TARDE
SAO_JOSE_BARREIROS,São José,-27.645,-48.65,SC401_CORREDOR,Florianópolis,-27.56,-48.518,0,1948,1995,16.079,TARDE
INGLESES,Florianópolis,-27.435,-48.395,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,2736,2810,35.951,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,COQUEIROS,Florianópolis,-27.582,-48.57,0,461,461,12.755,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,COQUEIROS,Florianópolis,-27.582,-48.57,0,242,245,2.72,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,JURERE,Florianópolis,-27.44,-48.5,0,981,1007,28.294,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,TRINDADE,Florianópolis,-27.6011,-48.532,0,2981,3039,15.793,TARDE
UFSC,Florianópolis,-27.5969,-48.55,COQUEIROS,Florianópolis,-27.582,-48.57,0,1037,1062,2.575,TARDE
SAO_JOSE_BARREIROS,São José,-27.645,-48.65,VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,0,797,810,7.435,TARDE
CANASVIEIRAS,Florianópolis,-27.425,-48.47,SAO_JOSE_CENTRO,São José,-27.61,-48.618,0,1861,1905,25.223,TARDE
TRINDADE,Florianópolis,-27.6011,-48.532,SAO_JOSE_BARREIROS,São José,-27.645,-48.65,0,1644,1667,12.609,TARDE
SAO_JOSE_CENTRO,São José,-27.61,-48.618,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,1252,1280,7.287,TARDE
INGLESES,Florianópolis,-27.435,-48.395,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,1368,1392,35.783,TARDE
JURERE,Florianópolis,-27.44,-48.5,CANASVIEIRAS,Florianópolis,-27.425,-48.47,0,2976,3065,3.398,TARDE
VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,CANASVIEIRAS,Florianópolis,-27.425,-48.47,0,2388,2450,24.245,TARDE
UFSC,Florianópolis,-27.5969,-48.55,SAO_JOSE_BARREIROS,São José,-27.645,-48.65,0,1065,1087,11.21,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,0,1250,1276,20.294,TARDE
NORTE_ILHA,Florianópolis,-27.48,-48.45,SAO_JOSE_BARREIROS,São José,-27.645,-48.65,0,1413,1446,26.931,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,0,2341,2392,14.948,TARDE
AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,1228,1254,12.429,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,ESTREITO_CAPOEIRAS,Florianópolis,-27.588,-48.585,0,2263,2328,10.503,TARDE
SAO_JOSE_BARREIROS,São José,-27.645,-48.65,BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,0,822,843,16.687,TARDE
SAO_JOSE_BARREIROS,São José,-27.645,-48.65,COQUEIROS,Florianópolis,-27.582,-48.57,0,217,217,10.545,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,0,1660,1692,14.861,TARDE
UFSC,Florianópolis,-27.5969,-48.55,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,1039,1061,0.178,TARDE
CANASVIEIRAS,Florianópolis,-27.425,-48.47,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,659,672,20.622,TARDE
SAO_JOSE_BARREIROS,São José,-27.645,-48.65,RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,0,1188,1204,18.7,TARDE
SAO_JOSE_ROÇADO,,0.0,0.0,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,2846,2939,0.0,TARDE
SAO_JOSE_BARREIROS,São José,-27.645,-48.65,UFSC,Florianópolis,-27.5969,-48.55,0,982,998,11.21,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,0,802,825,16.745,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,CANASVIEIRAS,Florianópolis,-27.425,-48.47,0,1227,1244,31.068,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,418,423,14.314,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,0,803,817,4.339,TARDE
CANASVIEIRAS,Florianópolis,-27.425,-48.47,SAO_JOSE_BARREIROS,São José,-27.645,-48.65,0,630,632,30.223,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,0,818,838,9.292,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,SAO_JOSE_CENTRO,São José,-27.61,-48.618,0,618,633,7.028,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,NORTE_ILHA,Florianópolis,-27.48,-48.45,0,1342,1354,28.406,TARDE
INGLESES,Florianópolis,-27.435,-48.395,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,1322,1342,23.51,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,CANASVIEIRAS,Florianópolis,-27.425,-48.47,0,607,634,20.622,TARDE
SAO_JOSE_BARREIROS,São José,-27.645,-48.65,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,208,209,1.97,TARDE
RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,COQUEIROS,Florianópolis,-27.582,-48.57,0,1261,1279,8.21,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,SAO_JOSE_BARREIROS,São José,-27.645,-48.65,0,212,217,1.97,TARDE
SAO_JOSE_BARREIROS,São José,-27.645,-48.65,JURERE,Florianópolis,-27.44,-48.5,0,929,949,27.172,TARDE
VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,COQUEIROS,Florianópolis,-27.582,-48.57,0,839,844,4.339,TARDE
BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,COQUEIROS,Florianópolis,-27.582,-48.57,0,806,821,12.799,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,412,417,2.971,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,TRINDADE,Florianópolis,-27.6011,-48.532,0,1521,1566,14.446,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,INGLESES,Florianópolis,-27.435,-48.395,0,2627,2693,35.951,TARDE
SAO_JOSE_BARREIROS,São José,-27.645,-48.65,CANASVIEIRAS,Florianópolis,-27.425,-48.47,0,650,662,30.223,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,0,815,835,4.045,TARDE
AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,COQUEIROS,Florianópolis,-27.582,-48.57,0,1287,1310,10.044,TARDE
SAO_JOSE_CENTRO,São José,-27.61,-48.618,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,611,623,6.434,TARDE
BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,SAO_JOSE_BARREIROS,São José,-27.645,-48.65,0,774,787,16.687,TARDE
TRINDADE,Florianópolis,-27.6011,-48.532,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,1602,1628,1.66,TARDE
SAO_JOSE_BARREIROS,São José,-27.645,-48.65,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,195,198,11.361,TARDE
RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,1278,1307,20.294,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,SAO_JOSE_BARREIROS,São José,-27.645,-48.65,0,419,425,4.525,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,0,1178,1202,12.429,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,399,411,2.971,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,212,213,13.133,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,COQUEIROS,Florianópolis,-27.582,-48.57,0,212,215,12.089,TARDE
SAO_JOSE_BARREIROS,São José,-27.645,-48.65,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,428,433,4.525,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,231,232,13.133,TARDE
SAO_JOSE_BARREIROS,São José,-27.645,-48.65,SAO_JOSE_CENTRO,São José,-27.61,-48.618,0,550,561,5.008,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,UFSC,Florianópolis,-27.5969,-48.55,0,937,953,0.178,TARDE
CANASVIEIRAS,Florianópolis,-27.425,-48.47,COQUEIROS,Florianópolis,-27.582,-48.57,0,601,615,20.051,TARDE
SAO_JOSE_CENTRO,São José,-27.61,-48.618,COQUEIROS,Florianópolis,-27.582,-48.57,0,650,660,5.663,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,SAO_JOSE_BARREIROS,São José,-27.645,-48.65,0,232,233,10.545,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,SAO_JOSE_BARREIROS,São José,-27.645,-48.65,0,185,187,11.361,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,SAO_JOSE_CENTRO,São José,-27.61,-48.618,0,585,592,5.663,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,SAO_JOSE_CENTRO,São José,-27.61,-48.618,0,645,656,6.434,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,234,237,12.089,TARDE
